subject,img,pixels
1,53,74547 8 74961 18 75379 23 75798 26 76214 31 76630 36 77049 38 77467 41 77885 44 78303 47 78722 49 79141 51 79559 54 79978 55 80397 57 80815 60 81234 62 81653 63 82072 64 82491 66 82910 67 83330 67 83749 69 84168 70 84587 72 85006 74 85425 75 85845 75 86264 76 86683 77 87102 79 87521 80 87940 81 88359 82 88777 84 89196 85 89615 86 90034 87 90452 89 90871 90 91290 91 91709 92 92128 93 92546 94 92963 97 93382 98 93800 100 94219 99 94637 100 95057 100 95476 100 95895 101 96313 102 96732 103 97151 103 97570 103 97990 102 98409 102 98828 101 99247 101 99666 102 100085 102 100505 101 100924 101 101343 101 101762 101 102181 101 102600 100 103019 100 103439 99 103858 99 104277 98 104696 96 105115 96 105534 96 105954 91 106373 90 106792 87 107211 86 107631 83 108050 83 108470 82 108889 81 109309 80 109728 80 110147 80 110567 78 110986 77 111406 76 111825 76 112244 76 112664 76 113083 76 113503 76 113923 74 114342 74 114762 73 115182 72 115602 72 116022 71 116441 71 116861 71 117280 71 117700 71 118120 70 118540 69 118960 68 119380 68 119800 67 120219 68 120639 67 121059 66 121479 66 121899 65 122319 65 122739 64 123159 64 123579 63 123999 62 124419 62 124839 61 125259 60 125679 60 126099 59 126519 58 126939 58 127359 57 127779 56 128199 55 128619 54 129039 53 129459 53 129879 52 130299 52 130719 51 131140 49 131560 49 131980 48 132400 46 132820 45 133240 44 133661 42 134081 41 134502 39 134922 37 135343 34 135764 32 136185 29 136606 25 137027 21 137449 15 137870 9 138292 5
1,54,127405 12 127819 23 128237 26 128655 29 129070 36 129488 39 129905 44 130323 46 130740 50 131158 52 131575 56 131992 59 132410 61 132828 63 133246 65 133663 68 134082 70 134501 71 134919 73 135338 74 135757 75 136175 76 136594 77 137013 78 137432 79 137851 80 138271 80 138690 81 139109 82 139528 83 139947 84 140367 84 140786 85 141205 86 141624 87 142044 87 142463 87 142882 88 143302 88 143722 88 144141 89 144561 88 144981 88 145400 89 145819 90 146239 89 146658 90 147077 90 147497 89 147917 89 148337 88 148756 88 149175 88 149595 87 150015 86 150435 85 150854 86 151274 85 151694 85 152114 84 152534 84 152954 83 153373 84 153793 83 154213 82 154633 81 155052 82 155472 81 155892 80 156311 80 156731 79 157151 78 157571 77 157991 76 158411 74 158831 73 159250 73 159670 71 160090 68 160510 67 160930 66 161351 62 161771 61 162191 60 162612 57 163033 54 163453 53 163873 50 164293 49 164714 45 165134 43 165556 39 165977 36 166398 29 166823 19
1,55,
1,56,156344 19 156758 28 157176 33 157593 38 158010 44 158427 50 158844 56 159260 63 159679 67 160098 69 160518 70 160937 71 161356 74 161775 76 162195 77 162614 79 163034 80 163454 80 163873 82 164293 83 164712 84 165132 85 165552 86 165971 87 166391 88 166811 88 167231 88 167650 89 168070 89 168491 88 168911 88 169332 87 169753 86 170173 86 170594 85 171014 85 171434 85 171854 84 172275 83 172696 82 173116 81 173536 80 173957 79 174377 78 174798 76 175219 75 175639 75 176060 73 176481 71 176901 70 177322 69 177744 66 178166 63 178587 61 179010 57 179431 55 179854 51 180276 48 180701 42 181124 37 181548 31 181976 21 182402 12
1,57,115194 12 115610 18 116025 30 116439 46 116857 50 117275 54 117693 59 118111 63 118529 66 118947 69 119365 72 119783 75 120203 76 120623 77 121042 79 121462 80 121882 80 122301 82 122721 82 123141 83 123560 84 123980 84 124400 84 124819 85 125239 85 125659 85 126078 86 126498 86 126918 86 127337 87 127757 87 128177 86 128596 87 129016 87 129436 87 129857 86 130277 85 130698 84 131118 84 131539 82 131960 81 132382 78 132804 74 133224 73 133645 71 134066 70 134487 68 134907 67 135328 65 135749 63 136170 61 136591 58 137012 56 137433 54 137854 51 138275 49 138696 47 139117 45 139539 40 139961 37 140382 35 140804 32 141225 28 141647 24 142068 20 142492 13
1,58,
1,59,
1,60,
1,61,130330 16 130747 23 130781 5 131160 35 131198 9 131575 52 131992 56 132410 59 132829 60 133248 62 133665 66 134083 68 134501 71 134920 73 135339 75 135758 76 136177 77 136595 79 137013 81 137431 83 137850 84 138268 86 138687 87 139105 88 139524 88 139944 88 140363 89 140782 90 141201 91 141620 92 142039 92 142458 93 142878 93 143297 94 143717 93 144136 94 144556 93 144976 92 145396 92 145815 93 146235 92 146655 91 147075 89 147495 87 147915 86 148335 85 148755 83 149175 82 149595 81 150016 79 150436 76 150857 73 151277 72 151697 71 152118 68 152539 65 152960 62 153381 58 153802 55 154223 52 154645 48 155066 45 155488 38 155910 33 156334 27 156757 19 157182 6
1,62,
1,63,
1,64,
1,65,
1,66,134542 24 134958 31 135373 38 135793 38 136211 42 136626 49 137042 53 137459 57 137877 60 138297 61 138715 63 139134 64 139551 69 139970 70 140389 72 140808 73 141226 75 141643 79 142061 81 142480 82 142899 84 143318 85 143737 86 144156 87 144575 88 144994 89 145414 89 145833 90 146252 91 146671 92 147090 93 147510 93 147929 94 148348 95 148767 96 149186 97 149606 97 150025 98 150445 98 150865 97 151284 98 151704 98 152124 98 152543 99 152963 99 153383 98 153802 99 154222 99 154642 99 155061 100 155481 100 155901 99 156320 100 156740 99 157160 99 157579 100 157999 99 158419 99 158838 100 159258 99 159677 100 160098 98 160517 99 160937 99 161356 99 161776 98 162196 98 162616 97 163036 96 163455 97 163875 97 164295 97 164715 96 165135 95 165555 95 165975 94 166395 93 166815 93 167236 91 167656 90 168076 89 168496 89 168917 87 169337 86 169757 84 170178 83 170599 81 171019 81 171440 79 171860 78 172281 76 172702 74 173122 73 173543 71 173963 70 174384 67 174805 65 175226 62 175647 61 176068 59 176488 57 176909 55 177330 53 177751 51 178172 49 178595 43 179017 36 179441 30 179864 23 180293 10
1,67,119427 2 119840 10 120257 14 120675 18 121092 22 121511 24 121930 27 122346 32 122765 34 123184 36 123603 39 124022 41 124441 43 124859 46 125278 49 125696 52 126115 54 126533 57 126951 60 127368 64 127787 65 128205 68 128624 69 129043 71 129462 72 129881 73 130300 75 130719 76 131137 78 131556 79 131974 82 132394 82 132812 84 133232 84 133650 86 134070 86 134488 88 134908 88 135327 89 135747 89 136167 89 136586 90 137006 90 137426 89 137845 90 138265 90 138684 91 139104 91 139524 91 139943 92 140362 92 140782 92 141202 92 141622 91 142042 90 142461 91 142881 91 143301 90 143721 90 144141 89 144560 90 144980 89 145400 89 145820 88 146240 87 146660 86 147080 85 147500 85 147920 84 148340 84 148760 83 149180 82 149600 82 150020 81 150440 79 150860 79 151280 79 151700 78 152120 77 152540 76 152960 76 153380 76 153800 74 154220 74 154641 72 155061 71 155481 71 155902 69 156322 69 156742 68 157163 67 157584 64 158004 63 158424 63 158845 61 159265 60 159686 56 160107 54 160528 52 160949 50 161370 47 161791 44 162212 41 162636 35 163058 31 163479 29 163901 26 164325 17
1,68,
1,69,
1,70,
1,71,
1,72,
1,73,
1,74,131176 12 131591 21 132008 27 132424 33 132840 39 133257 43 133673 48 134092 50 134510 53 134927 57 135345 60 135762 64 136180 66 136598 68 137017 68 137436 69 137855 69 138274 70 138693 71 139112 72 139531 73 139951 73 140371 74 140791 74 141210 75 141630 75 142049 76 142468 77 142888 77 143308 78 143728 78 144148 78 144568 78 144988 78 145408 78 145827 79 146247 79 146667 80 147087 80 147507 80 147927 80 148347 80 148767 80 149187 80 149607 80 150027 81 150447 81 150867 81 151288 80 151708 80 152128 80 152548 80 152968 80 153389 80 153809 80 154230 78 154650 77 155070 76 155491 74 155911 73 156332 71 156752 69 157172 67 157593 63 158013 60 158433 59 158854 53 159275 48 159696 41 160118 35 160540 29 160962 26 161389 10
1,75,134119 15 134532 30 134946 41 135362 46 135780 49 136199 53 136615 59 137034 61 137451 66 137870 68 138288 71 138706 73 139124 76 139543 78 139962 79 140381 80 140800 82 141219 83 141638 84 142058 84 142478 85 142897 86 143316 87 143735 88 144155 88 144574 88 144992 90 145412 90 145832 90 146251 91 146670 92 147090 92 147509 92 147928 93 148348 93 148769 91 149189 91 149609 90 150030 89 150450 88 150871 87 151291 86 151711 86 152132 84 152552 84 152972 83 153393 82 153813 81 154233 81 154654 79 155074 78 155495 76 155915 74 156336 72 156756 71 157177 69 157597 68 158018 66 158438 65 158858 64 159279 62 159699 61 160120 59 160540 58 160961 55 161382 53 161803 51 162225 48 162647 44 163069 40 163492 34 163915 29 164339 15
1,76,
1,77,
1,78,
1,79,
1,80,84543 14 84961 19 85378 26 85795 31 86212 37 86630 41 87049 45 87468 48 87886 51 88304 54 88722 58 89141 60 89560 62 89979 64 90398 66 90816 68 91235 70 91654 71 92072 74 92491 75 92909 78 93329 78 93748 79 94167 81 94587 81 95006 82 95426 82 95845 83 96265 82 96684 83 97103 84 97523 84 97943 83 98362 83 98782 82 99202 81 99622 80 100041 80 100461 79 100881 77 101300 76 101720 76 102140 76 102560 76 102980 76 103400 74 103820 72 104240 70 104660 68 105080 66 105500 64 105920 62 106340 60 106761 57 107181 55 107602 52 108022 51 108442 51 108863 48 109284 45 109705 41 110126 39 110547 36 110968 34 111390 31 111811 27 112232 25 112653 23 113075 20 113499 15 113921 11
1,81,
1,82,
1,83,
1,84,
1,85,129485 21 129900 30 130317 36 130736 38 131153 43 131570 47 131989 51 132406 55 132823 60 133242 61 133659 67 134078 68 134498 69 134917 71 135337 72 135756 73 136176 73 136595 75 137015 75 137434 76 137854 76 138273 77 138693 77 139112 78 139532 78 139951 79 140371 79 140790 80 141210 80 141629 81 142049 81 142468 82 142888 82 143307 83 143727 83 144146 84 144566 84 144985 85 145405 85 145824 86 146244 86 146663 87 147083 87 147502 88 147922 87 148341 88 148761 88 149180 88 149600 88 150019 89 150438 89 150858 88 151277 89 151697 88 152116 89 152536 89 152955 89 153375 88 153794 89 154214 89 154633 90 155053 89 155472 89 155891 89 156311 1 156315 84 156730 1 156735 84 157156 82 157576 82 157996 81 158416 81 158837 79 159257 78 159678 76 160099 74 160520 72 160940 71 161360 70 161782 67 162203 65 162624 63 163045 61 163466 58 163887 56 164308 54 164730 49 165151 45 165576 38 165997 35 166421 26
1,86,
1,87,87929 8 88348 10 88764 18 89180 23 89598 28 90015 32 90433 35 90852 37 91269 41 91687 44 92107 45 92526 46 92946 46 93365 48 93784 50 94204 50 94623 51 95042 53 95462 53 95881 54 96300 55 96720 55 97139 57 97558 58 97978 58 98397 59 98816 60 99236 60 99655 61 100074 62 100494 62 100913 63 101332 63 101752 63 102171 64 102590 65 103010 65 103429 65 103848 66 104268 66 104687 67 105106 67 105526 67 105945 68 106364 69 106784 68 107203 69 107623 69 108042 70 108461 70 108881 70 109300 71 109719 71 110139 71 110558 71 110977 72 111397 72 111816 72 112235 73 112655 72 113074 73 113493 73 113913 73 114332 73 114751 73 115171 73 115590 73 116009 73 116429 73 116848 73 117267 74 117687 73 118106 74 118525 74 118945 74 119364 74 119783 75 120203 74 120622 74 121042 73 121461 73 121880 73 122300 73 122720 72 123140 71 123560 70 123980 70 124400 69 124820 68 125240 67 125660 67 126080 66 126500 65 126921 63 127341 62 127761 61 128181 60 128601 59 129021 58 129441 57 129861 55 130280 55 130699 54 131119 52 131539 51 131959 50 132380 48 132800 46 133222 40 133643 38 134065 34 134487 29 134908 24 135330 18 135752 13
1,88,132869 4 133282 12 133696 26 134109 34 134523 44 134936 52 135350 60 135763 67 136177 75 136590 83 137006 89 137425 91 137843 95 138262 96 138681 98 139099 101 139518 105 139936 107 140355 108 140775 109 141196 109 141616 110 142036 110 142456 111 142876 111 143296 112 143716 112 144136 112 144556 112 144976 113 145396 113 145816 113 146237 112 146657 112 147077 112 147497 112 147917 112 148337 112 148758 111 149178 111 149599 110 150020 108 150440 108 150860 108 151281 107 151702 106 152123 104 152544 102 152965 100 153386 98 153807 97 154228 95 154649 93 155070 90 155491 88 155913 85 156334 83 156758 78 157180 74 157602 70 158024 67 158446 64 158868 59 159290 54 159713 48 160136 41 160561 33 160984 27 161410 11
1,89,129511 6 129928 16 130345 23 130761 27 131178 33 131595 37 132011 44 132428 49 132845 55 133261 59 133678 63 134095 67 134511 72 134928 76 135344 80 135761 84 136178 88 136594 92 137011 95 137428 98 137845 101 138265 101 138686 100 139106 100 139526 99 139947 98 140367 97 140787 97 141207 97 141628 96 142048 95 142468 94 142888 94 143308 93 143729 91 144150 89 144570 88 144991 87 145411 86 145831 84 146251 83 146671 81 147092 79 147513 77 147934 76 148355 73 148776 71 149197 69 149619 65 150041 61 150462 58 150883 57 151305 54 151726 52 152148 49 152570 45 152991 42 153414 37 153837 30 154260 21
1,90,88752 22 89167 30 89583 38 89999 45 90417 48 90834 52 91249 58 91666 62 92083 66 92499 71 92917 74 93336 75 93752 80 94169 83 94588 84 95007 85 95426 86 95846 86 96265 87 96685 87 97104 88 97524 88 97944 88 98363 89 98783 89 99203 89 99622 90 100042 90 100462 89 100881 89 101301 89 101722 87 102145 84 102567 82 102988 80 103409 79 103829 78 104250 75 104670 74 105090 73 105511 72 105931 71 106351 71 106772 69 107193 66 107613 66 108034 64 108455 61 108875 59 109296 56 109718 52 110139 50 110560 47 110982 42 111404 39 111827 34 112251 28 112674 23 113099 15 113526 2
1,91,137868 9 138288 9 138703 29 139120 40 139539 47 139958 49 140377 54 140796 57 141215 60 141634 63 142053 65 142473 66 142892 68 143311 70 143730 73 144150 75 144570 76 144989 79 145409 79 145829 80 146248 82 146668 84 147088 84 147507 86 147927 86 148347 87 148766 88 149186 89 149605 90 150025 91 150445 91 150865 91 151285 91 151705 91 152125 91 152546 91 152966 91 153386 91 153806 91 154226 91 154647 90 155067 90 155488 89 155908 89 156328 89 156749 88 157169 88 157590 87 158010 87 158430 87 158851 85 159271 85 159692 84 160113 82 160534 81 160955 79 161375 79 161796 77 162217 76 162638 74 163060 71 163481 70 163902 68 164324 65 164745 63 165167 60 165589 56 166010 54 166432 51 166854 47 167276 43 167699 37 168123 30 168547 23 168971 16
1,92,129903 4 130317 15 130735 21 131152 25 131570 28 131988 30 132406 33 132825 35 133243 37 133662 39 134081 41 134499 44 134918 45 135337 47 135756 49 136175 50 136594 52 137013 54 137432 56 137851 57 138270 59 138690 60 139109 61 139528 63 139947 65 140366 66 140786 67 141205 69 141624 70 142043 72 142463 72 142882 74 143301 76 143721 76 144140 78 144560 78 144979 80 145399 81 145818 82 146238 83 146658 84 147077 85 147497 85 147916 87 148336 87 148756 87 149175 88 149595 88 150014 89 150434 89 150854 89 151273 90 151693 90 152112 91 152532 91 152952 91 153372 91 153791 92 154211 92 154631 92 155051 92 155470 93 155890 93 156310 92 156730 92 157149 92 157569 92 157989 91 158409 90 158829 90 159249 89 159669 89 160089 89 160509 89 160929 88 161349 87 161770 85 162190 85 162610 84 163031 81 163451 80 163871 80 164292 78 164713 76 165134 73 165555 70 165975 69 166396 67 166817 64 167238 61 167659 59 168080 56 168501 53 168922 51 169343 48 169764 45 170185 41 170607 38 171029 34 171452 28 171874 23 172297 13
1,93,
1,94,
1,95,
1,96,137896 17 138315 20 138731 27 139145 34 139557 45 139976 47 140392 52 140811 54 141228 58 141643 63 142061 67 142478 70 142897 72 143316 74 143733 77 144152 78 144571 79 144990 82 145409 83 145828 84 146247 86 146666 88 147084 90 147502 93 147920 95 148340 95 148758 98 149177 99 149596 100 150015 101 150434 103 150854 103 151273 104 151692 106 152111 107 152530 108 152950 108 153369 109 153789 109 154208 110 154628 110 155048 110 155468 110 155888 110 156308 110 156728 109 157148 109 157568 109 157988 109 158408 108 158828 108 159248 108 159669 106 160090 105 160511 103 160931 103 161352 101 161773 99 162193 99 162613 99 163034 97 163455 96 163876 94 164297 93 164718 91 165138 91 165559 89 165980 88 166401 86 166821 85 167242 84 167663 82 168084 79 168505 77 168926 74 169347 71 169768 68 170189 64 170610 61 171031 58 171452 56 171874 52 172295 48 172716 43 173137 41 173558 38 173980 34 174402 28 174824 23 175247 18
1,97,
1,98,
1,99,
1,100,
1,101,131594 18 132012 24 132427 32 132844 38 133262 42 133678 48 134096 50 134513 54 134932 56 135350 58 135769 60 136186 63 136604 66 137022 68 137440 71 137858 73 138277 75 138696 76 139116 76 139534 78 139953 79 140373 79 140792 81 141212 81 141631 83 142051 83 142470 84 142890 84 143310 84 143729 85 144148 86 144568 86 144987 87 145407 87 145826 88 146246 87 146666 87 147085 88 147505 87 147925 87 148345 87 148764 88 149184 88 149604 88 150024 87 150444 87 150864 87 151284 86 151704 86 152123 86 152543 86 152962 86 153382 86 153802 86 154222 85 154642 85 155062 84 155482 84 155902 83 156322 83 156742 82 157163 81 157583 80 158003 80 158424 78 158844 77 159264 77 159685 75 160105 74 160525 73 160946 72 161366 71 161786 70 162207 69 162627 68 163048 66 163469 65 163889 64 164310 62 164731 60 165151 59 165572 57 165993 55 166413 54 166834 52 167255 50 167677 47 168098 45 168519 42 168940 40 169361 37 169782 35 170204 31 170626 28 171047 25 171470 21 171894 14
1,102,
1,103,
1,104,145048 6 145466 11 145884 15 146299 24 146718 27 147137 29 147555 32 147973 35 148391 37 148809 40 149227 42 149645 44 150063 46 150481 48 150900 49 151319 50 151738 51 152157 52 152576 53 152995 54 153414 54 153833 55 154252 56 154671 56 155090 57 155509 58 155928 58 156347 59 156765 60 157183 61 157602 62 158021 63 158440 63 158859 64 159278 64 159697 65 160115 66 160534 67 160953 67 161372 68 161792 67 162212 66 162632 66 163051 67 163470 67 163889 68 164309 67 164728 68 165148 67 165567 67 165986 68 166406 67 166825 68 167244 68 167663 68 168083 68 168502 68 168921 69 169341 68 169760 69 170180 68 170600 68 171019 68 171438 69 171857 70 172277 70 172697 69 173117 69 173537 69 173958 68 174379 67 174799 66 175219 66 175639 66 176059 66 176479 66 176900 64 177320 64 177741 63 178161 63 178582 62 179002 61 179423 60 179844 59 180264 59 180685 58 181105 57 181526 54 181947 51 182367 49 182787 46 183208 43 183628 41 184050 37 184470 34 184891 31 185313 26 185736 22 186157 20 186581 12
1,105,
1,106,102177 14 102592 24 103011 26 103427 34 103841 42 104257 48 104674 53 105092 56 105511 58 105930 59 106348 62 106767 64 107186 65 107605 67 108024 68 108441 72 108861 73 109280 75 109699 77 110118 78 110537 80 110956 81 111375 82 111794 83 112213 85 112633 85 113053 85 113472 86 113892 86 114312 86 114732 86 115152 86 115572 86 115992 85 116412 85 116832 85 117252 85 117672 85 118092 84 118511 85 118931 84 119351 84 119770 84 120190 84 120610 84 121030 83 121450 82 121870 81 122291 80 122711 79 123131 79 123552 77 123973 75 124393 74 124814 73 125234 72 125655 70 126075 69 126496 67 126917 65 127338 64 127759 62 128180 60 128602 57 129023 55 129444 54 129866 51 130288 47 130710 43 131132 39 131553 37 131975 31 132403 18
1,107,120264 4 120684 5 121101 13 121517 22 121934 27 122350 33 122769 34 123188 36 123606 39 124024 42 124443 44 124862 46 125281 47 125699 50 126118 52 126537 54 126956 55 127374 58 127793 59 128212 61 128631 62 129050 64 129468 66 129887 68 130306 70 130725 71 131143 73 131562 75 131981 76 132400 77 132818 80 133237 81 133656 82 134075 84 134494 86 134912 88 135331 89 135750 90 136169 91 136587 93 137006 94 137425 95 137844 96 138262 98 138682 98 139103 97 139523 97 139943 97 140363 97 140783 97 141203 97 141623 97 142043 96 142463 96 142883 95 143303 95 143723 95 144143 95 144563 95 144984 93 145403 94 145822 94 146241 95 146660 95 147079 96 147498 96 147918 96 148337 96 148757 96 149177 95 149597 95 150017 94 150437 94 150858 92 151279 91 151699 90 152119 90 152539 89 152960 88 153381 86 153801 86 154222 84 154643 82 155064 81 155486 78 155907 75 156328 73 156748 73 157169 70 157591 66 158012 64 158433 62 158854 61 159278 55 159700 50 160122 43 160544 34 160966 29 161388 18
1,108,162273 6 162686 22 163102 29 163521 31 163938 36 164354 41 164772 44 165189 48 165608 49 166027 51 166443 55 166863 55 167282 57 167700 60 168118 62 168537 63 168955 65 169372 68 169789 71 170207 73 170625 75 171045 75 171464 75 171883 76 172302 77 172722 76 173140 78 173560 78 173979 79 174399 79 174819 79 175238 80 175657 81 176077 81 176496 82 176916 82 177335 83 177754 84 178172 86 178592 85 179011 86 179430 87 179849 88 180267 90 180685 92 181104 92 181523 93 181942 94 182361 95 182781 94 183201 94 183620 95 184040 94 184460 94 184879 95 185299 94 185719 94 186138 95 186558 94 186978 94 187397 95 187817 94 188237 94 188657 93 189076 94 189496 93 189916 92 190336 91 190756 90 191177 89 191597 88 192017 87 192437 87 192857 86 193277 85 193698 84 194119 82 194539 81 194960 79 195381 77 195801 76 196222 75 196643 73 197064 72 197485 71 197906 69 198328 66 198749 64 199171 61 199592 58 200015 54 200437 50 200859 47 201280 44 201703 40 202126 34 202549 27 202972 20
1,109,139163 13 139569 28 139986 32 140402 37 140820 40 141238 43 141656 46 142074 49 142492 53 142910 56 143329 58 143747 62 144166 64 144584 67 145003 70 145422 72 145842 72 146260 74 146679 76 147097 79 147516 80 147935 81 148353 83 148773 83 149192 84 149611 85 150029 87 150448 88 150868 88 151287 89 151706 91 152125 92 152545 92 152965 92 153385 92 153804 93 154224 93 154643 93 155062 94 155482 94 155902 94 156321 95 156741 95 157161 95 157581 95 158000 95 158420 95 158840 95 159260 94 159680 94 160100 93 160520 92 160940 91 161360 90 161780 90 162200 89 162620 88 163040 87 163460 86 163881 85 164301 84 164721 84 165141 83 165562 81 165982 81 166402 80 166823 78 167244 76 167665 74 168085 73 168506 70 168927 68 169347 68 169768 66 170189 64 170611 62 171031 61 171452 58 171873 55 172294 53 172715 51 173137 48 173558 46 173980 42 174402 38 174824 35 175249 28 175674 19 176096 16
1,110,
1,111,132866 17 133283 23 133684 49 134102 53 134514 62 134931 66 135347 71 135764 76 136181 81 136600 83 137016 87 137435 89 137854 90 138272 93 138691 94 139110 95 139528 98 139948 98 140367 99 140786 101 141205 102 141624 103 142044 103 142463 104 142883 104 143302 105 143721 105 144141 105 144561 104 144981 104 145401 103 145820 104 146240 104 146660 103 147080 103 147500 102 147920 102 148340 101 148760 100 149180 99 149600 98 150021 97 150441 96 150861 95 151281 94 151702 92 152122 91 152544 88 152964 87 153385 85 153805 84 154226 81 154647 79 155068 76 155490 72 155910 70 156332 66 156753 62 157175 58 157596 55 158016 53 158437 49 158858 44 159281 39 159702 36 160126 28 160553 15 160980 1
1,112,
1,113,131174 8 131586 21 132001 31 132416 40 132830 49 133246 54 133663 60 134080 65 134499 66 134917 70 135336 73 135754 75 136173 77 136591 80 137011 81 137430 83 137849 85 138268 87 138687 88 139106 90 139525 91 139944 93 140364 93 140783 94 141203 94 141622 95 142041 96 142461 96 142881 96 143301 96 143721 96 144141 96 144561 96 144981 96 145400 97 145820 97 146240 97 146660 97 147081 95 147501 95 147921 94 148341 94 148761 94 149182 92 149602 91 150022 90 150442 90 150863 88 151283 87 151704 86 152125 84 152546 82 152966 80 153387 78 153808 76 154229 74 154650 72 155070 71 155491 69 155913 65 156334 62 156755 59 157176 57 157598 53 158020 49 158442 44 158864 40 159289 30 159716 16
1,114,
1,115,
1,116,
1,117,
1,118,145005 10 145423 14 145842 16 146260 20 146678 24 147096 28 147514 32 147933 34 148352 36 148772 45 149191 56 149610 62 150028 65 150448 66 150867 68 151287 68 151706 70 152125 72 152544 74 152964 74 153383 76 153803 76 154222 77 154642 77 155062 77 155482 77 155901 78 156320 79 156740 79 157160 79 157580 79 157999 80 158419 80 158839 80 159259 80 159679 80 160099 80 160519 80 160939 80 161360 78 161780 78 162200 78 162620 77 163040 77 163461 76 163881 75 164302 74 164722 73 165142 72 165562 71 165983 70 166404 68 166825 66 167247 64 167669 61 168090 58 168511 56 168932 54 169353 51 169775 47 170196 44 170619 38 171040 36 171462 32 171886 24 172311 14
1,119,121525 13 121937 25 122349 36 122768 38 123186 41 123603 46 124019 52 124437 56 124854 61 125272 64 125690 67 126107 71 126524 74 126942 77 127359 81 127778 83 128197 84 128616 86 129034 88 129453 90 129872 91 130291 92 130711 92 131130 94 131549 95 131968 96 132387 97 132807 97 133226 99 133646 99 134065 101 134485 101 134904 102 135324 102 135743 102 136163 102 136583 102 137002 102 137422 102 137841 103 138260 103 138680 103 139100 103 139520 102 139941 101 140361 100 140781 99 141202 98 141622 97 142042 96 142463 95 142883 94 143303 93 143724 91 144144 91 144564 90 144985 88 145405 87 145826 86 146246 85 146664 86 147081 89 147498 91 147915 93 148335 92 148755 92 149175 91 149595 90 150016 88 150436 87 150857 85 151277 84 151698 82 152118 81 152539 80 152960 78 153381 75 153801 74 154222 72 154643 70 155064 68 155485 66 155906 65 156327 63 156748 61 157169 59 157591 56 158012 54 158434 50 158855 48 159278 43 159701 38 160123 34 160545 31 160968 26 161392 19 161816 12
1,120,
